"trait"	"comp"	"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"mean_abu1"	"mean_abu2"	"log_fold_diff"	"q"	"status"
"ko:K00001"	"human"	-0.628843000228454	0.119097967680832	-5.28004811898787	4.66487279039996e-07	5.6807203996179	5.28830003580463	-0.0714508269952712	0.00635448971508283	"NHP"
"ko:K00001"	"indus"	0.462994329646386	0.150277894971538	3.0809210478632	0.00247276223217914	5.05187739938945	5.51487172903584	0.0875225886372118	1	"NHP"
"ko:K00002"	"human"	-1.65824446947896	0.210457400046066	-7.87924049767786	7.36278472738697e-13	4.60706397533506	3.19571066320891	-0.364825198318187	1.00295853556465e-08	"NHP"
"ko:K00002"	"indus"	0.483495183149217	0.265555287600394	1.8206949954496	0.0707293606049081	2.94881950585611	3.43231468900533	0.151353746618739	1	"NHP"
"ko:K00003"	"human"	-0.474448674102392	0.0933993792118474	-5.07978402111488	1.1525963022161e-06	6.34956403475747	5.94281459461568	-0.0660956781876604	0.0157006668287877	"NHP"
"ko:K00003"	"indus"	0.132577666506163	0.117851398919076	1.12495623914655	0.262479180560316	5.87511536065508	6.00769302716124	0.0222776247840322	1	"NHP"
"ko:K00004"	"human"	-0.862051793546683	0.138338319050295	-6.23147512175039	4.81380699416671e-09	4.70915270680683	4.10688240890382	-0.136533092159801	6.5573678874539e-05	"NHP"
"ko:K00004"	"indus"	0.508738762302183	0.174555383148871	2.91448337556168	0.00413251160036805	3.84710091326015	4.35583967556234	0.123894693777231	1	"NHP"
"ko:K00005"	"human"	-0.896562638570589	0.146872898800775	-6.10434359157522	9.08930427591088e-09	4.68503826574835	4.06822179878276	-0.140845203164839	0.000123814502846458	"NHP"
"ko:K00005"	"indus"	0.547836252726439	0.185324321564394	2.95609474299942	0.00364170852465045	3.78847562717776	4.33631187990421	0.134727806270494	1	"NHP"
"ko:K00008"	"human"	0.119135769523024	0.110379584774146	1.07932793701656	0.28224609067376	5.48514748807886	5.67372367910639	0.0337411673334896	1	"other"
"ko:K00008"	"indus"	0.135987492112989	0.139277033611052	0.976381307005367	0.330512947155619	5.60428325760189	5.74027074971488	0.0239330083651058	1	"other"
"ko:K00009"	"human"	-0.355787935230022	0.107433658544767	-3.31169895961207	0.00117239287952413	5.75011136177605	5.4443278313241	-0.0545474171253632	1	"other"
"ko:K00009"	"indus"	0.0979252926904008	0.135559861932027	0.722376751456881	0.471234385606568	5.39432342654603	5.49224871923643	0.0179575989428155	1	"other"
"ko:K00010"	"human"	-1.12635582773407	0.13582397971202	-8.29276119078695	7.14176502895304e-14	4.70022673334445	3.8640838151415	-0.195426845536013	9.72851232243983e-10	"NHP"
"ko:K00010"	"indus"	0.568333614498443	0.171382788096596	3.3161650642427	0.00115513537988322	3.57387090561038	4.14220452010883	0.147195928041475	1	"NHP"
"ko:K00011"	"human"	0.299500433537636	0.190445164251105	1.57263343868758	0.11799834058773	0.482516244441549	0.627836430885421	0.258554428845956	1	"other"
"ko:K00011"	"indus"	-0.301936317225285	0.240303835140682	-1.25647731359976	0.210977447535741	0.782016677979183	0.480080360753899	-0.480013070450773	1	"other"
"ko:K00012"	"human"	-0.342983964200691	0.100996266851521	-3.39600635640252	0.000883964282616602	6.14375756129579	5.80924413240319	-0.0558925016678435	1	"other"
"ko:K00012"	"indus"	0.0165881316450029	0.127437156804424	0.130167151095975	0.896615839891673	5.8007735970951	5.8173617287401	0.00285065303226264	1	"other"
"ko:K00013"	"human"	-0.386458583521399	0.105310062640189	-3.66972133367544	0.000341187187617294	6.10572049915169	5.76366764150633	-0.0575550687176381	1	"other"
"ko:K00013"	"indus"	0.0869612131739132	0.132880307204734	0.654432662019123	0.513876973756616	5.71926191563029	5.8062231288042	0.0150643922511471	1	"other"
"ko:K00014"	"human"	-0.40466836158309	0.0908983362335516	-4.45187864102756	1.69444738892151e-05	6.3900823634291	5.99796782380222	-0.0632243006800072	0.230817623318888	"other"
"ko:K00014"	"indus"	0.0245845679975714	0.114695581222682	0.214346252362071	0.83058028197909	5.98541400184601	6.00999856984358	0.004092177802215	1	"other"
"ko:K00015"	"human"	-1.39895728463647	0.115759250227132	-12.0850582730241	1.18115240927706e-23	4.71594364369387	3.72241672183579	-0.236011315405915	1.60896581191721e-19	"Human_EUR"
"ko:K00015"	"indus"	0.793967793774328	0.146065099063959	5.4357118768438	2.27545280322051e-07	3.31698635905741	4.11095415283174	0.214017830086619	0.00309962180854698	"Human_EUR"
"ko:K00016"	"human"	-0.544269272940331	0.134986428176808	-4.03202959209675	8.93043368755449e-05	5.54062396334324	5.1637246784213	-0.0703174774386841	1	"other"
"ko:K00016"	"indus"	0.327766226536027	0.170325965011427	1.92434680475192	0.0562834049270052	4.99635469040291	5.32412091693894	0.0634160510387599	1	"other"
"ko:K00018"	"human"	-0.161634796552783	0.11029099008411	-1.46553037949444	0.144956377454673	5.84693949548612	5.67055192926092	-0.0305787981065459	1	"other"
"ko:K00018"	"indus"	-0.0288908406084696	0.139165244772136	-0.207600975773616	0.835833848616004	5.68530469893333	5.65641385832487	-0.00508565719737155	1	"other"
"ko:K00019"	"human"	-0.162047476918832	0.197451154471689	-0.820696527971262	0.413175678376297	2.98213874744415	3.2732851910935	0.0928560719513574	1	"other"
"ko:K00019"	"indus"	0.887504761112699	0.249143998268923	3.56221609703292	0.000499040606371293	2.82009127052532	3.70759603163802	0.2727682691313	1	"other"
"ko:K00020"	"human"	-1.14164118507372	0.136856789234237	-8.34186737436707	5.3991269712026e-14	4.94540025196108	4.14643569869876	-0.175820038098249	7.35469076017218e-10	"NHP"
"ko:K00020"	"indus"	0.67107507063063	0.172685987839864	3.88610030857242	0.000154885104112828	3.80375906688737	4.474834137518	0.162086178759186	1	"NHP"
"ko:K00021"	"human"	-2.36116756213135	0.197777280713138	-11.9385176781557	2.86240130580239e-23	3.72424947663782	1.78613444736435	-0.731910028643909	3.89916305876401e-19	"NHP"
